,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
5267,PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.0,6,M7,Premium Gasoline,12.7,9.0,11.0,26,258
5276,PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.0,6,AM7,Premium Gasoline,11.8,9.2,10.6,27,248
5277,PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.0,6,M7,Premium Gasoline,12.8,8.9,11.0,26,257
5278,PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.0,6,AM7,Premium Gasoline,11.9,9.3,10.7,26,250
5279,PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.0,6,M7,Premium Gasoline,12.9,9.1,11.1,25,260
5284,PORSCHE,911 GT3,TWO-SEATER,4.0,6,AM7,Premium Gasoline,15.8,11.6,13.9,20,324
5285,PORSCHE,911 GT3,TWO-SEATER,4.0,6,M6,Premium Gasoline,18.0,11.5,15.1,19,352
5288,PORSCHE,911 TARGA 4 GTS,MINICOMPACT,3.0,6,AM7,Premium Gasoline,12.1,9.2,10.8,26,251
5289,PORSCHE,911 TARGA 4 GTS,MINICOMPACT,3.0,6,M7,Premium Gasoline,13.2,9.2,11.4,25,266
5296,PORSCHE,911 TURBO S EXCLUSIVE,MINICOMPACT,3.8,6,AM7,Premium Gasoline,13.8,10.3,12.3,23,285
5299,PORSCHE,BOXSTER GTS,TWO-SEATER,2.5,4,AM7,Premium Gasoline,11.8,9.2,10.6,27,249
5300,PORSCHE,BOXSTER GTS,TWO-SEATER,2.5,4,M6,Premium Gasoline,12.3,9.4,11.0,26,257
5307,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Premium Gasoline,16.7,11.2,14.3,20,334
5308,PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Premium Gasoline,16.7,11.2,14.3,20,334
5311,PORSCHE,CAYMAN GTS,TWO-SEATER,2.5,4,AM7,Premium Gasoline,11.8,9.2,10.6,27,249
5312,PORSCHE,CAYMAN GTS,TWO-SEATER,2.5,4,M6,Premium Gasoline,12.3,9.4,11.0,26,257
5319,PORSCHE,MACAN TURBO KIT,SUV - SMALL,3.6,6,A7,Premium Gasoline,14.1,10.1,12.3,23,286
5320,PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM8,Premium Gasoline,11.0,8.3,9.8,29,229
5321,PORSCHE,PANAMERA 4,FULL-SIZE,3.0,6,AM8,Premium Gasoline,11.3,8.6,10.1,28,235
5322,PORSCHE,PANAMERA 4 EXECUTIVE,FULL-SIZE,3.0,6,AM8,Premium Gasoline,11.3,8.6,10.1,28,235
5323,PORSCHE,PANAMERA 4 ST,FULL-SIZE,3.0,6,AM8,Premium Gasoline,11.5,9.0,10.4,27,242
5324,PORSCHE,PANAMERA 4S,FULL-SIZE,2.9,6,AM8,Premium Gasoline,11.3,8.5,10.1,28,235
5325,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,2.9,6,AM8,Premium Gasoline,11.3,8.5,10.1,28,235
5326,PORSCHE,PANAMERA 4S ST,FULL-SIZE,2.9,6,AM8,Premium Gasoline,12.1,9.0,10.7,26,249
5327,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.0,8,AM8,Premium Gasoline,12.8,9.2,11.2,25,261
5328,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.0,8,AM8,Premium Gasoline,12.8,9.2,11.2,25,261
5329,PORSCHE,PANAMERA TURBO ST,FULL-SIZE,4.0,8,AM8,Premium Gasoline,13.4,10.1,11.9,24,279
5337,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,Regular Gasoline,18.7,13.3,16.3,17,382
5341,ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Premium Gasoline,20.3,13.0,17.0,17,397
5342,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Premium Gasoline,20.3,13.0,17.0,17,397
5343,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Premium Gasoline,20.3,13.0,17.0,17,397
5344,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Premium Gasoline,20.0,12.4,16.6,17,387
5345,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Premium Gasoline,20.0,12.4,16.6,17,387
5346,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Premium Gasoline,19.6,12.9,16.6,17,388
5348,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Premium Gasoline,11.2,8.1,9.8,29,229
5349,SUBARU,BRZ tS,MINICOMPACT,2.0,4,M6,Premium Gasoline,11.6,8.6,10.2,28,239
5350,SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV7,Regular Gasoline,8.8,7.2,8.1,35,188
5351,SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M6,Regular Gasoline,10.5,8.1,9.4,30,220
5359,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV7,Regular Gasoline,9.3,7.0,8.3,34,193
5361,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV7,Regular Gasoline,9.4,7.3,8.5,33,198
5363,SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Premium Gasoline,12.6,9.6,11.2,25,256
5365,SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Premium Gasoline,14.1,10.5,12.5,23,291
5366,SUBARU,WRX STI AWD TYPE RA,COMPACT,2.5,4,M6,Premium Gasoline,14.3,10.9,12.8,22,296
5367,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,Regular Gasoline,14.3,11.9,13.2,21,308
5368,TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,Regular Gasoline,14.3,11.9,13.2,21,308
5372,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,Regular Gasoline,8.1,5.7,6.9,41,164
5373,TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4,AS8,Regular Gasoline,8.4,6.0,7.3,39,172
5374,TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4,AS8,Regular Gasoline,8.5,6.1,7.4,38,173
5375,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,Regular Gasoline,10.5,7.1,9.0,31,210
5376,TOYOTA,CAMRY XSE,MID-SIZE,3.5,6,AS8,Regular Gasoline,10.7,7.4,9.2,31,215
5377,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV6,Regular Gasoline,4.9,4.8,4.9,58,113
5378,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV6,Regular Gasoline,5.3,5.0,5.1,55,121
5379,TOYOTA,C-HR,COMPACT,2.0,4,AV7,Regular Gasoline,8.7,7.5,8.2,34,189
5382,TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,Regular Gasoline,8.5,6.6,7.6,37,178
5392,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,Regular Gasoline,4.3,4.6,4.5,63,105
5398,TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,Regular Gasoline,6.9,7.8,7.3,39,171
5399,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,Regular Gasoline,18.4,13.8,16.4,17,384
5400,TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,Regular Gasoline,12.5,8.9,10.9,26,256
5405,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,Regular Gasoline,13.2,10.7,12.1,23,283
5406,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,Regular Gasoline,13.8,11.4,12.7,22,299
5408,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,Regular Gasoline,17.7,13.6,15.9,18,371
5409,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,Regular Gasoline,16.8,13.1,14.9,19,354
5410,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,Regular Gasoline,18.0,14.2,16.3,17,383
5415,VOLKSWAGEN,ATLAS,SUV - SMALL,2.0,4,AS8,Regular Gasoline,10.8,8.9,10.0,28,233
5416,VOLKSWAGEN,ATLAS 4MOTION,SUV - SMALL,3.6,6,AS8,Regular Gasoline,13.7,10.1,12.1,23,282
5417,VOLKSWAGEN,BEETLE,COMPACT,2.0,4,AS6,Regular Gasoline,9.0,7.2,8.2,34,191
5418,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,AS6,Regular Gasoline,9.0,7.2,8.2,34,191
5419,VOLKSWAGEN,BEETLE DUNE,COMPACT,2.0,4,AS6,Regular Gasoline,9.1,6.9,8.1,35,189
5420,VOLKSWAGEN,BEETLE DUNE CONVERTIBLE,SUBCOMPACT,2.0,4,AS6,Regular Gasoline,9.1,6.9,8.1,35,189
5421,VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,Regular Gasoline,9.6,7.2,8.5,33,199
5422,VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,Regular Gasoline,9.3,6.9,8.2,34,192
5423,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,Regular Gasoline,9.6,7.3,8.6,33,200
5424,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,Regular Gasoline,9.6,7.2,8.5,33,199
5425,VOLKSWAGEN,GOLF R,COMPACT,2.0,4,AM7,Premium Gasoline,10.6,8.0,9.4,30,220
5426,VOLKSWAGEN,GOLF R,COMPACT,2.0,4,M6,Premium Gasoline,11.1,8.1,9.8,29,227
5427,VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,Regular Gasoline,10.7,8.0,9.4,30,220
5428,VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,M6,Regular Gasoline,11.1,7.8,9.6,29,225
5429,VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,AS6,Regular Gasoline,9.6,7.2,8.5,33,199
5430,VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4,M5,Regular Gasoline,9.4,6.9,8.2,34,192
5431,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,Regular Gasoline,10.8,8.1,9.6,29,224
5432,VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,M6,Regular Gasoline,10.8,7.6,9.3,30,218
5433,VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4,AS6,Regular Gasoline,9.3,6.5,8.1,35,188
5434,VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,Regular Gasoline,12.2,8.5,10.6,27,246
5435,VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS8,Regular Gasoline,10.6,8.7,9.8,29,229
5436,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,AS8,Regular Gasoline,11.3,8.8,10.2,28,237
5437,VOLVO,S60 T5 AWD,COMPACT,2.0,4,AS8,Regular Gasoline,11.0,8.1,9.7,29,226
5438,VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Premium Gasoline,10.9,7.7,9.4,30,221
5441,VOLVO,S90 T5 AWD,MID-SIZE,2.0,4,AS8,Premium Gasoline,10.1,7.4,8.8,32,206
5442,VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Premium Gasoline,10.6,7.6,9.3,30,216
5443,VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,Regular Gasoline,11.0,8.1,9.7,29,226
5444,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Premium Gasoline,10.9,7.7,9.4,30,221
5447,VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Premium Gasoline,10.6,7.6,9.3,30,216
5448,VOLVO,V90 CC T5 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Premium Gasoline,10.4,7.7,9.2,31,214
5449,VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Premium Gasoline,10.9,8.0,9.6,29,224
5450,VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Premium Gasoline,10.7,8.5,9.8,29,228
5451,VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Premium Gasoline,11.4,8.7,10.2,28,240
5452,VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Premium Gasoline,10.9,8.3,9.7,29,227
5453,VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Premium Gasoline,11.5,8.8,10.3,27,240
5454,ACURA,ILX,COMPACT,2.4,4,AM8,Premium Gasoline,9.9,7.0,8.6,33,199
5455,ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Premium Gasoline,12.2,9.0,10.8,26,252
5456,ACURA,MDX SH-AWD A-SPEC,SUV - SMALL,3.5,6,AS9,Premium Gasoline,12.2,9.5,11.0,26,258
5457,ACURA,MDX Hybrid AWD,SUV - SMALL,3.0,6,AM7,Premium Gasoline,9.1,9.0,9.0,31,210
5459,ACURA,RDX AWD,SUV - SMALL,2.0,4,AS10,Premium Gasoline,11.0,8.6,9.9,29,232
5460,ACURA,RDX AWD A-SPEC,SUV - SMALL,2.0,4,AS10,Premium Gasoline,11.3,9.1,10.3,27,242
5461,ACURA,RLX Hybrid,MID-SIZE,3.5,6,AM7,Premium Gasoline,8.4,8.2,8.4,34,196
5466,ALFA ROMEO,4C Coupe,TWO-SEATER,1.8,4,AM6,Premium Gasoline,9.7,6.9,8.4,34,197
5467,ALFA ROMEO,4C Spider,TWO-SEATER,1.8,4,AM6,Premium Gasoline,9.7,6.9,8.4,34,197
5468,ALFA ROMEO,Giulia,MID-SIZE,2.0,4,A8,Premium Gasoline,10.0,7.2,8.7,32,205
5469,ALFA ROMEO,Giulia AWD,MID-SIZE,2.0,4,A8,Premium Gasoline,10.5,7.7,9.2,31,217
5470,ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,2.9,6,A8,Premium Gasoline,13.8,9.6,11.9,24,280
5471,ALFA ROMEO,Stelvio,SUV - SMALL,2.0,4,A8,Premium Gasoline,10.3,8.1,9.3,30,218
5472,ALFA ROMEO,Stelvio AWD,SUV - SMALL,2.0,4,A8,Premium Gasoline,10.8,8.3,9.6,29,226
5473,ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A8,Premium Gasoline,14.1,10.4,12.4,23,292
5475,ASTON MARTIN,DB11 AMR,MINICOMPACT,5.2,12,A8,Premium Gasoline,15.5,10.6,13.3,21,312
5476,ASTON MARTIN,DBS Superleggera,MINICOMPACT,5.2,12,A8,Premium Gasoline,16.4,10.7,13.8,20,324
5477,ASTON MARTIN,Rapide AMR,SUBCOMPACT,6.0,12,A8,Premium Gasoline,16.7,10.9,14.1,20,332
5478,ASTON MARTIN,Vanquish Zagato,MINICOMPACT,6.0,12,A8,Premium Gasoline,17.5,11.4,14.7,19,346
5479,ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,A8,Premium Gasoline,12.7,9.4,11.2,25,264
5480,AUDI,A3,SUBCOMPACT,2.0,4,AM7,Regular Gasoline,9.1,6.8,8.1,35,188
5481,AUDI,A3 quattro,SUBCOMPACT,2.0,4,AM7,Regular Gasoline,10.9,7.9,9.6,29,225
5482,AUDI,A3 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,Regular Gasoline,10.7,7.9,9.5,30,221
5483,AUDI,A4,COMPACT,2.0,4,AM7,Premium Gasoline,8.6,6.9,7.8,36,182
5484,AUDI,A4 quattro,COMPACT,2.0,4,AM7,Premium Gasoline,10.0,7.0,8.7,32,204
5485,AUDI,A4 allroad quattro,STATION WAGON - SMALL,2.0,4,AM7,Premium Gasoline,10.7,8.0,9.5,30,221
5486,AUDI,A5 quattro,SUBCOMPACT,2.0,4,AM7,Premium Gasoline,10.0,7.0,8.7,32,204
5487,AUDI,A5 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,Premium Gasoline,10.0,7.0,8.7,32,204
5488,AUDI,A5 Sportback quattro,MID-SIZE,2.0,4,AM7,Premium Gasoline,10.0,7.0,8.7,32,204
5489,AUDI,A6 quattro,MID-SIZE,3.0,6,AM7,Premium Gasoline,10.7,8.2,9.6,29,224
5490,AUDI,A7 quattro,MID-SIZE,3.0,6,AM7,Premium Gasoline,10.7,8.2,9.6,29,224
5491,AUDI,A8L,FULL-SIZE,3.0,6,AS8,Premium Gasoline,12.5,8.6,10.8,26,252
5492,AUDI,Q3 quattro,SUV - SMALL,2.0,4,AS8,Regular Gasoline,12.3,8.6,10.6,27,248
5493,AUDI,Q5,SUV - SMALL,2.0,4,AM7,Premium Gasoline,10.9,8.7,9.9,29,230
5496,AUDI,Q8,SUV - STANDARD,3.0,6,AS8,Premium Gasoline,14.0,10.7,12.5,23,294
5497,AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Premium Gasoline,12.4,8.4,10.6,27,247
5498,AUDI,RS 5 Coupe,SUBCOMPACT,2.9,6,AS8,Premium Gasoline,13.3,8.7,11.3,25,262
5499,AUDI,RS 5 Sportback,MID-SIZE,2.9,6,AS8,Premium Gasoline,13.5,9.0,11.5,25,268
5500,AUDI,S3,SUBCOMPACT,2.0,4,AM7,Premium Gasoline,10.7,8.0,9.5,30,222
5501,AUDI,S4,COMPACT,3.0,6,AS8,Premium Gasoline,11.3,8.0,9.8,29,230
5502,AUDI,S5,SUBCOMPACT,3.0,6,AS8,Premium Gasoline,11.3,8.0,9.8,29,230
5503,AUDI,S5 Cabriolet,SUBCOMPACT,3.0,6,AS8,Premium Gasoline,11.4,8.2,9.9,29,234
5504,AUDI,S5 Sportback,MID-SIZE,3.0,6,AS8,Premium Gasoline,11.3,8.0,9.8,29,230
5505,AUDI,SQ5,SUV - SMALL,3.0,6,AS8,Premium Gasoline,12.7,10.0,11.5,25,270
5506,AUDI,TT Coupe quattro,SUBCOMPACT,2.0,4,AM7,Regular Gasoline,10.3,7.7,9.2,31,213
5507,AUDI,TT Roadster quattro,TWO-SEATER,2.0,4,AM7,Regular Gasoline,10.3,7.7,9.2,31,213
5508,AUDI,TT RS Coupe,SUBCOMPACT,2.5,5,AM7,Premium Gasoline,12.0,8.3,10.3,27,241
5509,AUDI,TTS Coupe,SUBCOMPACT,2.0,4,AM7,Premium Gasoline,10.4,8.2,9.4,30,220
5510,BENTLEY,Bentayga,SUV - STANDARD,4.0,8,AS8,Premium Gasoline,16.4,10.1,13.6,21,315
5511,BENTLEY,Mulsanne,MID-SIZE,6.8,8,AS8,Premium Gasoline,24.5,14.4,20.0,14,465
5512,BMW,230i xDrive Cabriolet,SUBCOMPACT,2.0,4,AS8,Premium Gasoline,10.2,7.2,8.8,32,207
5513,BMW,230i xDrive Coupe,SUBCOMPACT,2.0,4,AS8,Premium Gasoline,9.9,7.1,8.6,33,202
5514,BMW,330i xDrive,COMPACT,2.0,4,AS8,Premium Gasoline,9.5,6.9,8.3,34,194
5515,BMW,330i xDrive Gran Turismo,FULL-SIZE,2.0,4,AS8,Premium Gasoline,10.2,7.2,8.8,32,207
5516,BMW,330i xDrive Touring,STATION WAGON - SMALL,2.0,4,AS8,Premium Gasoline,10.2,7.2,8.8,32,207
5517,BMW,430i xDrive Cabriolet,SUBCOMPACT,2.0,4,AS8,Premium Gasoline,10.6,7.3,9.1,31,213
5518,BMW,430i xDrive Coupe,COMPACT,2.0,4,AS8,Premium Gasoline,10.2,7.2,8.8,32,207
5519,BMW,430i xDrive Gran Coupe,COMPACT,2.0,4,AS8,Premium Gasoline,10.2,7.2,8.8,32,207
5520,BMW,440i Coupe,COMPACT,3.0,6,AS8,Premium Gasoline,11.2,7.3,9.4,30,227
5521,BMW,440i Coupe,COMPACT,3.0,6,M6,Premium Gasoline,12.8,8.8,11.0,26,256
5522,BMW,440i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Premium Gasoline,11.8,7.9,10.0,28,235
5523,BMW,440i xDrive Coupe,COMPACT,3.0,6,AS8,Premium Gasoline,11.4,7.6,9.7,29,228
5524,BMW,440i xDrive Coupe,COMPACT,3.0,6,M6,Premium Gasoline,13.0,8.5,11.0,26,256
5525,BMW,440i xDrive Gran Coupe,COMPACT,3.0,6,AS8,Premium Gasoline,11.4,7.6,9.7,29,228
5526,BMW,530i xDrive,MID-SIZE,2.0,4,AS8,Premium Gasoline,10.2,7.2,8.8,32,207
5527,BMW,540i xDrive,MID-SIZE,3.0,6,AS8,Premium Gasoline,11.2,8.1,9.8,29,231
5528,BMW,640i xDrive Gran Coupe,COMPACT,3.0,6,AS8,Premium Gasoline,12.3,8.4,10.5,27,248
5529,BMW,640i xDrive Gran Turismo,FULL-SIZE,3.0,6,AS8,Premium Gasoline,11.9,8.4,10.3,27,241
5530,BMW,650i xDrive Gran Coupe,COMPACT,4.4,8,AS8,Premium Gasoline,14.0,9.6,12.0,24,282
5531,BMW,750i xDrive,FULL-SIZE,4.4,8,AS8,Premium Gasoline,13.3,9.2,11.5,25,269
5532,BMW,750Li xDrive,FULL-SIZE,4.4,8,AS8,Premium Gasoline,14.0,9.6,12.0,24,282
5533,BMW,Alpina B6 xDrive Gran Coupe,COMPACT,4.4,8,AS8,Premium Gasoline,14.0,9.6,12.0,24,282
5534,BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,AS8,Premium Gasoline,14.0,9.6,12.0,24,282
5535,BMW,M2 Competition,SUBCOMPACT,3.0,6,AM7,Premium Gasoline,14.3,10.4,12.6,22,294
5536,BMW,M2 Competition,SUBCOMPACT,3.0,6,M6,Premium Gasoline,13.4,9.6,11.7,24,273
5537,BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,AS8,Premium Gasoline,11.2,7.8,9.7,29,227
5538,BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,M6,Premium Gasoline,12.8,8.8,11.0,26,256
5539,BMW,M240i Coupe,SUBCOMPACT,3.0,6,AS8,Premium Gasoline,11.2,7.8,9.7,29,227
5540,BMW,M240i Coupe,SUBCOMPACT,3.0,6,M6,Premium Gasoline,12.8,8.8,11.0,26,256
5541,BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Premium Gasoline,11.2,7.8,9.7,29,227
5542,BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,M6,Premium Gasoline,12.8,8.8,11.0,26,256
5543,BMW,M240i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Premium Gasoline,11.3,8.0,9.8,29,229
5544,BMW,M240i xDrive Coupe,SUBCOMPACT,3.0,6,AS8,Premium Gasoline,11.3,8.0,9.8,29,229
5545,BMW,M240i xDrive Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Premium Gasoline,11.3,8.0,9.8,29,229
5546,BMW,M4 Cabriolet,SUBCOMPACT,3.0,6,AM7,Premium Gasoline,14.5,10.5,12.7,22,299
5547,BMW,M4 Cabriolet,SUBCOMPACT,3.0,6,M6,Premium Gasoline,13.8,9.4,11.9,24,280
5548,BMW,M4 Cabriolet Competition,SUBCOMPACT,3.0,6,AM7,Premium Gasoline,14.5,10.5,12.7,22,299
5549,BMW,M4 Cabriolet Competition,SUBCOMPACT,3.0,6,M6,Premium Gasoline,13.8,9.4,11.9,24,280
5550,BMW,M4 Coupe,COMPACT,3.0,6,AM7,Premium Gasoline,14.3,10.4,12.6,22,294
5551,BMW,M4 Coupe,COMPACT,3.0,6,M6,Premium Gasoline,13.4,9.6,11.7,24,273
5552,BMW,M4 Coupe Competition,COMPACT,3.0,6,AM7,Premium Gasoline,14.3,10.4,12.6,22,294
5553,BMW,M4 Coupe Competition,COMPACT,3.0,6,M6,Premium Gasoline,13.4,9.6,11.7,24,273
5554,BMW,M4 CS,COMPACT,3.0,6,AM7,Premium Gasoline,14.3,10.4,12.6,22,294
5555,BMW,M5,MID-SIZE,4.4,8,AS8,Premium Gasoline,16.0,11.2,13.9,20,324
5556,BMW,M5 Competition,MID-SIZE,4.4,8,AS8,Premium Gasoline,16.0,11.2,13.9,20,324
5557,BMW,M550i xDrive,MID-SIZE,4.4,8,AS8,Premium Gasoline,13.3,9.2,11.5,25,269
5558,BMW,M6 Gran Coupe,COMPACT,4.4,8,AM7,Premium Gasoline,17.3,11.6,14.7,19,344
5559,BMW,M760Li xDrive,FULL-SIZE,6.6,12,AS8,Premium Gasoline,17.7,11.9,15.1,19,355
5560,BMW,M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,AS8,Premium Gasoline,13.5,9.2,11.6,24,270
5561,BMW,M850i xDrive Coupe,SUBCOMPACT,4.4,8,AS8,Premium Gasoline,13.3,9.2,11.5,25,269
5562,BMW,X1 xDrive28i,SUV - SMALL,2.0,4,AS8,Premium Gasoline,10.7,7.5,9.3,30,217
5563,BMW,X2 xDrive28i,SUV - SMALL,2.0,4,AS8,Premium Gasoline,11.0,7.7,9.5,30,222
5564,BMW,X3 xDrive30i,SUV - SMALL,2.0,4,AS8,Premium Gasoline,10.8,8.0,9.6,29,223
5565,BMW,X3 M40i,SUV - SMALL,3.0,6,AS8,Premium Gasoline,11.9,8.7,10.4,27,245
5566,BMW,X4 xDrive30i,SUV - SMALL,2.0,4,AS8,Premium Gasoline,10.8,8.0,9.6,29,223
5567,BMW,X4 M40i,SUV - SMALL,3.0,6,AS8,Premium Gasoline,11.9,8.7,10.4,27,245
5568,BMW,X5 xDrive40i,SUV - STANDARD,3.0,6,AS8,Premium Gasoline,11.7,9.1,10.5,27,245
5569,BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,AS8,Premium Gasoline,15.3,11.1,13.4,21,314
5570,BMW,X6 xDrive35i,SUV - STANDARD,3.0,6,AS8,Premium Gasoline,13.0,9.9,11.6,24,272
5571,BMW,X6 xDrive50i,SUV - STANDARD,4.4,8,AS8,Premium Gasoline,14.3,10.6,12.6,22,294
5573,BMW,X7 xDrive40i,SUV - STANDARD,3.0,6,AS8,Premium Gasoline,12.0,9.4,10.8,26,254
5574,BMW,X7 xDrive50i,SUV - STANDARD,4.4,8,AS8,Premium Gasoline,14.3,10.6,12.6,22,294
5575,BUGATTI,Chiron,TWO-SEATER,8.0,16,AM7,Premium Gasoline,26.8,16.6,22.2,13,522
5576,BUICK,Enclave,SUV - STANDARD,3.6,6,A9,Regular Gasoline,13.0,9.1,11.2,25,263
5577,BUICK,Enclave AWD,SUV - STANDARD,3.6,6,A9,Regular Gasoline,13.8,9.5,11.9,24,278
5578,BUICK,Encore,SUV - SMALL,1.4,4,AS6,Regular Gasoline,9.4,7.8,8.7,32,204
5579,BUICK,Encore (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,Regular Gasoline,8.9,7.5,8.3,34,194
5580,BUICK,Encore AWD,SUV - SMALL,1.4,4,AS6,Regular Gasoline,9.9,8.1,9.1,31,214
5581,BUICK,Encore AWD (SIDI with Stop/Start),SUV - SMALL,1.4,4,AS6,Regular Gasoline,9.4,7.9,8.8,32,205
5582,BUICK,Envision AWD,SUV - SMALL,2.0,4,A9,Premium Gasoline,11.7,9.4,10.7,26,249
5583,BUICK,Envision AWD,SUV - SMALL,2.5,4,A6,Regular Gasoline,11.1,8.6,10.0,28,234
